2,2,1,1.8801
3,1,1,18.94637
3,2,1,15.29595
3,3,1,10.78152
3,7,1,0.3619421
3,4,2,10.66787
4,1,2,16.12288
4,2,2,59.73355
4,3,2,32.21384
4,4,2,38.43417
4,5,2,16.37042
4,6,2,32.93532
5,3,2,18.25874
5,4,2,59.24132
4,2,3,0.9630054
4,3,3,40.38569
4,4,3,49.00528
4,5,3,27.75379
4,6,3,0.4152989
5,3,3,15.13005
5,3,4,70.25139
2,3,5,20.2043
2,4,5,19.34442
2,5,5,20.12677
2,6,5,18.47
5,3,5,59.57242
5,5,5,27.97764
2,2,6,77.28524
2,4,6,15.82024
2,5,6,40.49509
3,2,6,21.98591
3,3,6,22.25276
3,7,6,0.1255307
5,2,6,70.66292
5,3,6,15.11802
5,4,6,90.00334
2,2,7,21.33708
2,4,7,27.84176
3,3,7,18.80814
4,1,7,16.6293
4,2,7,29.16652
4,3,7,17.92712
4,4,7,17.44072
3,1,8,19.74492
3,2,8,18.89438
3,5,8,15.42437
