10,5,0,0.8764781
10,1,1,17.77236
10,2,1,42.1811
10,5,1,45.16293
10,6,1,45.84372
4,14,2,21.31158
7,8,2,6.705624
9,4,2,35.76151
9,7,2,44.58482
11,2,2,55.789
13,5,2,40.74231
13,6,2,38.7957
4,8,3,5.509981
4,9,3,0.9385609
4,13,3,36.87766
8,7,3,52.43391
8,8,3,43.028
9,3,3,49.51488
9,7,3,42.51392
10,9,3,67.16451
10,11,3,45.80662
10,13,3,43.91846
10,14,3,12.48053
11,3,3,39.41741
11,8,3,43.42653
11,9,3,43.6961
11,12,3,44.65746
11,13,3,53.75106
12,7,3,56.38176
14,4,3,23.9849
14,6,3,58.4809
5,8,4,54.27698
5,13,4,43.67241
7,8,4,43.07041
9,2,4,72.49437
9,3,4,130.9105
9,6,4,39.70618
9,10,4,185.0526
9,11,4,193.4821
9,15,4,46.22023
10,5,4,5.709776
11,5,4,36.36496
11,15,4,7.164078
12,4,4,60.4637
13,2,4,58.07505
13,3,4,55.06647
13,4,4,38.5214
13,6,4,63.76696
13,13,4,85.13473
13,15,4,42.60867
14,6,4,71.10174
14,13,4,45.14418
14,14,4,106.9237
16,3,4,57.94199
16,8,4,44.54002
16,9,4,0.6924258
16,11,4,50.13987
16,12,4,27.98443
2,14,5,39.69379
4,12,5,14.2819
5,8,5,54.77684
5,13,5,58.56552
6,8,5,34.23491
7,3,5,28.55241
9,11,5,67.91312
9,12,5,17.84391
10,2,5,108.9481
10,3,5,43.43904
10,4,5,0.8839628
10,5,5,0.1008625
10,6,5,213.353
10,14,5,64.41115
11,1,5,45.59921
11,3,5,53.03843
11,6,5,50.75668
11,8,5,43.36042
11,15,5,42.85185
12,1,5,38.54827
12,4,5,63.36082
12,8,5,19.94142
12,11,5,18.54611
12,14,5,50.39981
12,15,5,46.8584
13,3,5,45.62677
13,5,5,54.16322
13,6,5,112.9588
13,8,5,0.9650447
13,13,5,54.52575
13,14,5,51.7523
14,5,5,45.65401
14,15,5,47.7163
16,3,5,61.04323
16,8,5,51.85098
16,11,5,45.46061
2,14,6,45.07955
3,11,6,32.25851
3,15,6,44.4222
5,1,6,32.24543
5,2,6,30.43115
5,7,6,46.73586
5,8,6,80.0013
5,13,6,31.76751
5,14,6,0.2925824
5,16,6,27.53078
5,17,6,58.39299
6,13,6,34.95224
8,3,6,38.9075
8,7,6,90.40251
8,8,6,35.42053
8,9,6,46.61042
8,12,6,18.73538
9,2,6,38.78575
9,3,6,33.76052
9,4,6,35.45461
9,7,6,200.4326
9,12,6,22.45345
10,1,6,68.97897
10,4,6,75.31746
10,5,6,67.5534
10,14,6,56.07662
11,4,6,60.42045
12,4,6,218.8753
12,7,6,231.2269
