2,2,1,8.378366
2,7,1,11.02212
3,1,1,12.15885
3,2,1,8.580338
3,3,1,5.10665
3,7,1,5.688796
2,2,2,9.697309
2,4,2,4.442593
2,5,2,4.583837
3,4,2,9.905551
3,6,2,1.182232
4,1,2,9.349691
4,2,2,28.01716
4,3,2,25.37769
4,4,2,25.57673
4,5,2,8.194023
4,6,2,24.97932
5,3,2,11.6995
5,4,2,27.25962
5,6,2,4.443953
6,3,2,0.3195464
3,3,3,4.078157
4,2,3,0.9630054
4,3,3,33.51781
4,4,3,20.55738
4,5,3,20.74476
4,6,3,13.29734
4,7,3,0.540131
5,3,3,21.42747
6,3,3,5.030653
4,3,4,0.8877994
5,3,4,34.57784
5,4,4,2.789057
2,3,5,13.99793
2,4,5,11.64175
2,5,5,13.64875
2,6,5,10.79575
5,3,5,47.45915
5,5,5,17.96839
6,3,5,3.906218
2,2,6,45.89022
2,4,6,10.35162
2,5,6,33.56473
3,2,6,15.42816
3,3,6,16.66422
3,7,6,10.23666
3,8,6,7.19141
5,2,6,40.68284
5,3,6,16.124
5,4,6,55.76998
2,2,7,13.507
2,4,7,21.66367
3,3,7,11.67893
4,1,7,10.0747
4,2,7,22.21982
4,3,7,11.32542
4,4,7,12.24893
4,7,7,3.201403
6,3,7,13.42565
3,1,8,12.77705
3,2,8,12.33422
3,5,8,13.47779
3,6,8,11.09146
