10,5,1,94.43093
10,6,1,95.95042
9,2,2,0.9677582
9,4,2,74.88557
9,7,2,95.20022
8,7,3,99.98425
9,3,3,106.3363
10,9,3,114.3848
10,11,3,83.65629
11,3,3,84.17935
11,8,3,88.7759
11,9,3,92.47472
11,12,3,88.28845
12,7,3,119.0787
14,6,3,102.274
7,8,4,91.92986
9,3,4,175.9657
9,6,4,46.06946
9,10,4,397.2375
9,11,4,250.2856
12,4,4,126.4544
13,2,4,117.2223
13,3,4,100.7671
13,4,4,81.16879
13,6,4,96.75342
13,13,4,123.7684
13,15,4,52.83202
14,6,4,106.2904
14,13,4,91.03413
14,14,4,159.8244
5,8,5,0.07051967
5,13,5,102.7816
6,8,5,72.0134
9,11,5,141.9345
10,2,5,166.2345
10,6,5,458.1337
11,1,5,92.07903
11,3,5,99.22762
11,6,5,107.7648
12,1,5,81.76985
13,2,5,0.8706002
13,3,5,96.30495
13,5,5,112.105
13,6,5,159.9903
13,13,5,115.4647
14,5,5,93.99638
16,3,5,4.181727
16,11,5,26.32008
3,15,6,30.86243
5,7,6,44.07759
6,13,6,75.89973
8,7,6,65.30217
8,8,6,75.50199
8,9,6,93.06157
8,12,6,39.33521
9,7,6,431.3749
10,4,6,52.86794
10,14,6,95.65373
11,4,6,121.7942
12,4,6,437.4833
12,7,6,489.1754
12,9,6,190.0488
12,12,6,192.9089
12,15,6,88.81718
14,4,6,368.9869
14,6,6,63.9204
14,9,6,116.0166
15,4,6,0.8874173
15,5,6,176.2694
15,8,6,144.0902
15,12,6,73.88239
15,13,6,0.9216161
15,14,6,148.7991
16,4,6,74.23914
16,9,6,60.11936
16,12,6,95.38911
16,13,6,128.4226
3,10,7,4.568245
4,15,7,84.21582
5,3,7,28.6063
5,11,7,328.3948
6,4,7,98.12958
6,7,7,192.0563
6,12,7,150.7049
6,14,7,80.61046
6,17,7,14.50847
7,4,7,0.8366449
7,12,7,96.59151
8,3,7,367.6548
8,4,7,76.02512
8,10,7,66.4883
11,1,7,52.28845
11,5,7,83.21642
11,6,7,36.73646
11,10,7,25.59929
11,14,7,83.28642
11,15,7,82.938
12,3,7,473.9378
12,4,7,85.16463
12,5,7,417.3028
12,6,7,138.8805
12,7,7,422.4453
12,8,7,388.9419
12,9,7,80.20422
12,10,7,419.2425
12,11,7,438.1575
12,12,7,157.7248
12,14,7,287.7736
12,15,7,97.95866
13,2,7,46.13127
13,3,7,234.6768
13,5,7,412.4611
13,6,7,114.984
13,7,7,310.6939
13,8,7,241.9625
