3,2,0,0.2325258
4,2,0,0.9309928
2,2,1,1.396934
2,7,1,1.154469
3,0,1,0.8926432
3,1,1,3.113153
3,2,1,2.373681
3,3,1,0.6478242
3,7,1,0.4028846
4,1,1,0.2320409
4,2,1,0.929777
4,3,1,0.2323492
1,8,2,0.9181611
2,2,2,1.393298
2,8,2,0.2329973
3,1,2,0.2320409
3,2,2,0.463275
3,3,2,0.4646985
4,1,2,3.104752
4,2,2,3.097202
4,3,2,4.598341
4,4,2,0.9614304
4,5,2,1.769714
4,6,2,0.7453087
5,0,2,0.2307857
5,1,2,1.398562
5,2,2,0.660993
5,3,2,2.147908
5,4,2,2.131196
5,6,2,0.9201451
6,3,2,0.8877994
4,0,3,0.2307857
4,1,3,0.4569555
4,2,3,0.6557972
4,3,3,4.850125
4,4,3,0.7475811
4,5,3,1.143419
4,6,3,0.2300363
5,3,3,1.113453
6,3,3,0.2230913
1,9,4,0.2202057
2,8,4,0.4843408
5,3,4,6.548652
7,3,4,1.613307
1,8,5,0.8758663
2,3,5,9.121527
2,4,5,5.589638
2,5,5,8.558862
2,6,5,4.765983
2,8,5,2.284723
5,3,5,12.55551
5,5,5,10.10396
6,2,5,2.753778
6,3,5,10.18246
7,1,5,0.8328606
2,2,6,21.22263
2,4,6,6.054839
2,5,6,13.28891
2,6,6,5.200691
2,7,6,-0.4615672
2,8,6,0.7299028
3,2,6,10.27563
3,3,6,12.27323
3,7,6,7.417813
3,8,6,5.122761
5,2,6,17.12707
5,3,6,10.11674
5,4,6,28.87223
5,7,6,4.278079
2,2,7,7.354787
2,4,7,13.2708
2,5,7,2.392747
2,7,7,3.95002
3,3,7,6.077406
4,1,7,4.924663
4,2,7,16.7617
4,3,7,6.13837
4,4,7,8.169669
4,7,7,3.829784
6,3,7,10.01021
6,4,7,3.091162
2,6,8,0.2131626
3,1,8,7.302294
3,2,8,7.179799
3,5,8,7.488146
3,6,8,5.867057
7,5,8,3.364347
7,6,8,3.120687
