2,2,1,10.01227
2,7,1,6.350039
3,1,1,13.85572
3,2,1,10.25924
3,3,1,6.525368
3,7,1,6.804366
2,2,2,4.809596
2,4,2,5.80944
2,5,2,1.650513
3,4,2,11.95182
4,1,2,11.04299
4,2,2,35.94625
4,3,2,27.08672
4,4,2,33.40887
4,5,2,10.23812
4,6,2,27.63553
5,3,2,13.33931
5,4,2,35.25503
5,6,2,-0.3868091
3,3,3,-0.5396303
4,2,3,0.9630054
4,3,3,35.23478
4,4,3,27.66933
4,5,3,22.49702
4,6,3,14.90759
5,3,3,27.27389
6,3,3,1.233535
4,3,4,0.8877994
5,3,4,43.49622
2,3,5,15.54952
2,4,5,13.56742
2,5,5,15.26826
2,6,5,12.71431
5,3,5,54.61345
5,5,5,20.4707
2,2,6,53.73899
2,4,6,11.71878
2,5,6,35.29732
3,2,6,17.0676
3,3,6,18.06136
3,7,6,11.13356
3,8,6,2.696507
5,2,6,48.17786
5,3,6,18.0354
5,4,6,64.32836
2,2,7,15.46452
2,4,7,23.20819
3,3,7,13.46124
4,1,7,11.71335
4,2,7,23.9565
4,3,7,12.97584
4,4,7,13.54688
6,3,7,8.378895
3,1,8,14.51902
3,2,8,13.97427
3,5,8,15.11228
3,6,8,10.90139
