10,5,0,0.8764781
10,1,1,14.47332
10,2,1,17.11195
10,5,1,20.1785
10,6,1,20.43406
10,16,1,2.453234
4,8,2,25.09131
4,14,2,34.01829
4,15,2,18.65541
5,8,2,13.55349
6,8,2,36.74809
6,12,2,4.254631
7,6,2,0.6477455
7,8,2,17.12545
7,17,2,2.150353
9,4,2,15.92146
9,7,2,18.91739
9,12,2,11.28489
9,13,2,5.674519
10,1,2,19.06064
11,2,2,25.36054
11,15,2,14.9246
11,16,2,23.27485
13,5,2,20.14143
13,6,2,16.93777
17,2,2,1.141367
18,12,2,0.3496979
4,4,3,7.526056
4,8,3,24.97252
4,11,3,4.96315
4,13,3,15.50697
4,16,3,14.49733
5,17,3,2.205527
6,8,3,5.618971
7,13,3,20.3912
8,1,3,10.08148
8,2,3,19.1723
8,3,3,27.70657
8,6,3,15.39176
8,7,3,28.32079
8,8,3,21.35362
8,15,3,28.07916
8,16,3,17.02393
9,1,3,15.90184
9,3,3,20.70009
9,6,3,16.7308
9,7,3,18.32713
9,11,3,29.79719
10,9,3,43.21866
10,11,3,26.61258
10,13,3,20.42282
10,14,3,17.53366
10,16,3,17.9211
11,3,3,16.25334
11,8,3,20.42957
11,9,3,18.95981
11,12,3,19.82996
11,13,3,26.10385
11,16,3,17.91315
12,7,3,24.58747
14,4,3,48.61983
14,6,3,25.49683
14,16,3,23.53398
14,17,3,16.53992
15,16,3,0.6048993
16,2,3,25.07954
16,9,3,19.27116
17,8,3,12.39356
18,13,3,22.62394
4,12,4,33.79579
5,3,4,20.74669
5,8,4,21.96638
5,10,4,1.441238
5,13,4,18.36612
5,15,4,-0.3734903
7,2,4,5.350426
7,4,4,3.207656
7,8,4,18.29335
8,3,4,19.07671
8,4,4,19.44001
8,13,4,13.99339
9,2,4,73.07934
9,3,4,75.42654
9,6,4,16.3681
9,10,4,77.45181
9,11,4,89.64355
9,15,4,48.74678
10,5,4,17.15666
11,5,4,14.74692
11,6,4,40.06135
11,8,4,15.65995
11,9,4,32.72953
